transaction_id,created_at,e2e_ref,sender_iban,receiver_iban,sender_bic,receiver_bic,amount,currency,msg_type,sender_country,receiver_country,sender_iban_len,sender_iban_valid,sender_iban_country,sender_iban_expected_len,sender_iban_len_ok,receiver_iban_len,receiver_iban_valid,receiver_iban_country,receiver_iban_expected_len,receiver_iban_len_ok,sender_bic_len,sender_bic_valid,sender_bic_country,receiver_bic_len,receiver_bic_valid,receiver_bic_country,receiver_bic_embargo,receiver_iban_embargo,both_bic_invalid,amount_decimal_places,amount_category,currency_valid,msg_type_valid,sender_country_match,receiver_country_match,currency_country_match,status,reject_reason,risk_score
TXN002196,2024-01-18 02:25:00,E2E-3LXPI0OLVG,FR2791822841048539597740281,NL7421248231787876,CRLYFR3A,FVLBNLX2EUR,74493.844,EUR,pacs.009,FR,NL,27,1,FR,27,1,18,1,NL,18,1,8,1,FR,11,1,NL,0,0,0,3,FORMAT_3DEC,1,1,1,1,1,RJCT,AM09,0.8552
TXN002197,2024-01-08 23:00:00,E2E-7W5KQMF4CB,IT5895299914555232356412897,FR895232703,BCITITAAEUR,SGSSFRM9,19361.68,EUR,pacs.008,IT,FR,27,1,IT,27,1,11,0,FR,27,0,11,1,IT,8,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC04,0.7382
TXN002198,2024-01-24 05:15:00,E2E-KY1HDU3SYA,DE87954475840198668168,PT97543152970725618189489,DRSDDEHH,TOTAPTX2,52816.72,EUR,pacs.008,DE,PT,22,1,DE,22,1,25,1,PT,25,1,8,1,DE,8,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.219
TXN002199,2024-01-15 01:42:00,E2E-21NVRH02PX,CA601912536049232176,KP762157078468181354,BMONCAHH,CBKPKPK1,98321.47,CAD,pacs.009,CA,KP,20,1,CA,20,1,20,0,KP,20,1,8,1,CA,8,0,KP,1,1,0,2,NORMAL,1,1,1,1,1,RJCT,AG01,0.9058
TXN002200,2024-01-08 23:15:00,E2E-3JDL6REZTT,ES5817256145312062209831,FR2242046835997459086885811,SABHESCC,BREDFRK1EUR,49384.44,EUR,pacs.009,ES,FR,24,1,ES,24,1,27,1,FR,27,1,8,1,ES,11,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0661
TXN002201,2024-01-10 12:00:00,E2E-LHU6SIVLYX,TR544394738396812783078211,AU460374429962530025,GARATRPPEUR,WPACAU2X001,11381.3,TRY,pacs.008,TR,AU,26,1,TR,26,1,20,1,AU,20,1,11,1,TR,11,1,AU,0,0,0,1,NORMAL,1,1,1,1,1,ACCP,,0.1959
TXN002202,2024-01-24 06:15:00,E2E-AEF6UPO52L,ES8429506994076077432311,US646429030607783358,BBVAESXX001,WELLUSX2,35995.87,EUR,pacs.009,ES,US,24,1,ES,24,1,20,1,US,20,1,11,1,ES,8,1,US,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.046
TXN002203,2024-01-22 17:48:00,E2E-1TBWT2Z5AQ,DZ1513043853272698250388,DZ2948549323791504481574,BEAWDZX2,BADRDZ3A,85480.3,DZD,pacs.008,DZ,DZ,24,1,DZ,24,1,24,1,DZ,24,1,8,1,DZ,8,1,DZ,0,0,0,1,NORMAL,1,1,1,1,1,ACCP,,0.193
TXN002204,2024-01-08 23:35:00,E2E-AK9OWGO9QH,JP666226970546409266,CH8657987807,TOKYJPMM,ZKBKCHBB,55811.32,JPY,pacs.008,JP,CH,20,1,JP,20,1,12,0,CH,21,0,8,1,JP,8,1,CH,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.6975
TXN002205,2024-01-08 23:40:00,E2E-NWLZSDA434,GB17972870812801852062,BE21980810116456,LOYDGBGGBRC,GKCCBEFF,64409.07,EUR,pacs.009,GB,BE,22,1,GB,22,1,16,1,BE,16,1,11,1,GB,8,1,BE,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.2221
TXN002206,2024-01-12 01:15:00,E2E-GE5CNAUNNG,DZ6045900706166608772713,DE16203347343506708318437616703648741,BADRDZ3A,COBADEXXXXX,31583.84,EUR,pacs.008,DZ,DE,24,1,DZ,24,1,37,0,DE,22,0,8,1,DZ,11,1,DE,0,0,0,2,NORMAL,1,1,1,1,0,RJCT,AC01,0.8134
TXN002207,2024-01-07 11:04:00,E2E-CXS36FKPFZ,IT6146693691587073774882922,CN688796952044028634,INTBITZZEUR,SZHBCNFFXXX,69748.17,EUR,pacs.008,IT,CN,27,1,IT,27,1,20,1,CN,20,1,11,1,IT,11,1,CN,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2245
TXN002208,2024-01-05 22:21:00,E2E-OMS2H2SZP2,DE59720421981880946939,AT141098575041999530,COBADEXX,BFKKATCC001,54518.647,EUR,pacs.009,DE,AT,22,1,DE,22,1,20,1,AT,20,1,8,1,DE,11,1,AT,0,0,0,3,FORMAT_3DEC,1,1,1,1,1,RJCT,AM09,0.8296
TXN002209,2024-01-05 22:24:00,E2E-FC1N9N6DYN,AT834233352748162921,TR419457885002982819085071,BAWWATBB,ZBBATRR3,79143.08,EUR,pacs.008,AT,TR,20,1,AT,20,1,26,1,TR,26,1,8,1,AT,8,1,TR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2332
TXN002210,2024-01-22 19:26:00,E2E-WHJC7JHPOP,ES8075150390315684459922,FR4760818251127529563327524,CECAESP1BRC,CRLYFRN5,60241.96,EUR,INVALID,ES,FR,24,1,ES,24,1,27,1,FR,27,1,11,1,ES,8,1,FR,0,0,0,2,NORMAL,1,0,1,1,1,RJCT,FF01,0.6945
TXN002211,2024-01-05 22:30:00,E2E-XDX8IAUI1A,PT27957223325863559260349,NL1830612095275692,BCOMPTK1,INGBNL3A,4608.93,EUR,pacs.009,PT,NL,25,1,PT,25,1,18,1,NL,18,1,8,1,PT,8,1,NL,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2119
TXN002212,2024-01-24 08:45:00,E2E-PWS9DOOR85,BE73629283527706,BE98162360650365,NICABEN5EUR,DEUTBEPPEUR,54837.78,EUR,pacs.009,BE,BE,16,1,BE,16,1,16,1,BE,16,1,11,1,BE,11,1,BE,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0803
TXN002213,2024-01-16 16:40:00,E2E-8ETN05MDNY,EG2044169616134318023271879,CH2031454881575075145,qstybqye,C6DT4X6S01MNL,97171.38,EGP,pacs.008,EG,CH,27,1,EG,27,1,21,1,CH,21,1,8,0,bq,13,0,4X,0,0,1,2,NORMAL,1,1,0,0,1,RJCT,AGNT,0.7605
TXN002214,2024-01-16 16:50:00,E2E-QB33R09O3Z,AU482581905562888148,GB91729883145554956552,WPACAUXX,HSBCGBGGXXX,77864.74,FOO,pacs.008,AU,GB,20,1,AU,20,1,22,1,GB,22,1,8,1,AU,11,1,GB,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.7059
TXN002215,2024-01-18 05:54:00,E2E-UBLVPVBH0B,FR5915585130278074628658643,TR379444661730295382860915,BREDFRT7,ZBBATRMMEUR,226626.12,EUR,pacs.009,FR,TR,27,1,FR,27,1,26,1,TR,26,1,8,1,FR,11,1,TR,0,0,0,2,ELEVE,1,1,1,1,1,ACCP,,0.0193
TXN002216,2024-01-15 04:15:00,E2E-NXZV6S3K7D,EG4601967461928813927832143,AU763949717968422342,CIEBEGFF,SGBCAUHHBRC,12467.13,EGP,pacs.009,EG,AU,27,1,EG,27,1,20,1,AU,20,1,8,1,EG,11,1,AU,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1483
TXN002217,2024-01-21 08:08:00,E2E-YUJK1MAVBH,PT14188122205113271977449,PT49563749972721901239358,BCOMPTHH,BPIMPTFF,27782.42,EUR,pacs.009,PT,PT,25,1,PT,25,1,25,1,PT,25,1,8,1,PT,8,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0194
TXN002218,2024-01-16 17:30:00,E2E-G3W23LQZVL,MA3699368030386341450454,EG4406816429135338514404823,CIHMMAT7,BCAIEGN5,61881.97,MAD,pacs.009,MA,EG,24,1,MA,24,1,27,1,EG,27,1,8,1,MA,8,1,EG,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1758
TXN002219,2024-01-15 04:42:00,E2E-OHZU3WJA3U,AT740316540654457293,IT4628736658759422874557839,RLNWATK1,UBSPITAABRC,23621.55,ABC,pacs.009,AT,IT,20,1,AT,20,1,27,1,IT,27,1,8,1,AT,11,1,IT,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.9101
TXN002220,2024-01-10 13:54:00,E2E-BJ7Y16FKR2,NL8571031006072727,TN9817948104934644106714,FVLBNLBB,AMBTTN3A,2286397.02,EUR,pacs.008,NL,TN,18,1,NL,18,1,24,1,TN,24,1,8,1,NL,8,1,TN,0,0,0,2,DEPASSE_PLAFOND,1,1,1,1,1,RJCT,AM02,0.9413
TXN002221,2024-01-12 03:00:00,E2E-I401GNW993,CA281942024580537025,MA5245626443041380794250,HKBACAFF,SGMRMA3ABRC,197377.89,EUR,pacs.009,CA,MA,20,1,CA,20,1,24,1,MA,24,1,8,1,CA,11,1,MA,0,0,0,2,ELEVE,1,1,1,1,0,RJCT,AM04,0.7146
TXN002222,2024-01-19 20:12:00,E2E-R62UMP2QM7,ES8920590634988658118038,ES2990515124570275873738,CSYDESPPXXX,BSCHESXX,83708,EUR,pacs.009,ES,ES,24,1,ES,24,1,24,1,ES,24,1,11,1,ES,8,1,ES,0,0,0,0,NORMAL,1,1,1,1,1,ACCP,,0.066
TXN002223,2024-01-18 07:22:00,E2E-HWUU3UB1RE,TR909815611861264173378347,IR338812475186509568945834,GARATRX2BRC,BMIRIRK1,42572.78,TRY,pacs.009,TR,IR,26,1,TR,26,1,26,0,IR,26,1,11,1,TR,8,0,IR,1,1,0,2,NORMAL,1,1,1,1,1,RJCT,AG01,0.805
TXN002224,2024-01-13 16:24:00,E2E-VP7RAE66AH,ES7580198740658056089441,TR956544402513191367544946,BBVAESB3,YFBKTRB3,99052.68,EUR,pacs.008,ES,TR,24,1,ES,24,1,26,1,TR,26,1,8,1,ES,8,1,TR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0458
TXN002225,2024-01-21 09:52:00,E2E-JSEJ6J1F32,CA596070708117384170,FR2579075254043613775384357,ROYLCAAA,POPUFRGGEUR,86078.42,CAD,pacs.009,CA,FR,20,1,CA,20,1,27,1,FR,27,1,8,1,CA,11,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0638
TXN002226,2024-01-07 12:20:00,E2E-7TZ709LV01,AT4167950,PT88460323345645652762446,RZOOATMM,BPIMPTT7,64833.02,EUR,pacs.008,AT,PT,9,0,AT,20,0,25,1,PT,25,1,8,1,AT,8,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC13,0.7617
TXN002227,2024-01-09 01:30:00,E2E-X3XPF7WNPC,TR7225,MA1076603751083484101179,ISBKTRN5XXX,ABHMMAMM,40786.96,TRY,pacs.009,TR,MA,6,0,TR,26,0,24,1,MA,24,1,11,1,TR,8,1,MA,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC13,0.6627
TXN002228,2024-01-13 16:56:00,E2E-6W876V4MQP,EG7976410782525380683954192,EG3866936419016064869186624,BCAIEGK1,BCAIEGN5EUR,10024.66,EGP,pacs.009,EG,EG,27,1,EG,27,1,27,1,EG,27,1,8,1,EG,11,1,EG,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1289
TXN002229,2024-01-12 03:56:00,E2E-X66FEG75XA,MA30011,TR128811611539937122979483,ATTJMAHH,ISBKTR3AXXX,39969.24,EUR,pacs.009,MA,TR,7,0,MA,24,0,26,1,TR,26,1,8,1,MA,11,1,TR,0,0,0,2,NORMAL,1,1,1,1,0,RJCT,AC13,0.6679
TXN002230,2024-01-05 23:27:00,E2E-4TW8JBLNSS,GB39107492089186745612,MA1871626485470306265533,CITIGBB3,ATTJMACCXXX,68225.19,GBP,pacs.008,GB,MA,22,1,GB,22,1,24,1,MA,24,1,8,1,GB,11,1,MA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0913
TXN002231,2024-01-15 06:30:00,E2E-XLSSQKYLQA,AT689569378675328854,CH1635341804612986756,BAWWATHH,CRESCHN5,32853.97,EUR,pacs.009,AT,CH,20,1,AT,20,1,21,1,CH,21,1,8,1,AT,8,1,CH,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2096
TXN002232,2024-01-10 15:06:00,E2E-EFZQXLW6NY,FR9863372106310131548635159,BE46064940587364,AGRIFRMM001,TRIOBEMM,54777.09,EUR,pacs.008,FR,BE,27,1,FR,27,1,16,1,BE,16,1,11,1,FR,8,1,BE,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2179
TXN002233,2024-01-15 06:48:00,E2E-9BGKS2VO79,DE60619791240757685210,IT5849370052797234070917692,SSKMDEHH,CRGRITX2XXX,78792.16,EUR,pacs.008,DE,IT,22,1,DE,22,1,27,1,IT,27,1,8,1,DE,11,1,IT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1905
TXN002234,2024-01-15 06:57:00,E2E-7HBGGP6YXE,AT445492356677994755,BE62073266651096,VKBLATM9,NICABEFFEUR,19893.82,EUR,pacs.009,AT,BE,20,1,AT,20,1,16,1,BE,16,1,8,1,AT,11,1,BE,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.135
TXN002235,2024-01-21 12:02:00,E2E-Y803P9T33P,EG8709193736885592739690961,EG7923680778280594304166218,BCAIEGBB,BCAIEGT7,38112.4,EGP,pacs.008,EG,EG,27,1,EG,27,1,27,1,EG,27,1,8,1,EG,8,1,EG,0,0,0,1,NORMAL,1,1,1,1,1,ACCP,,0.237
TXN002236,2024-01-13 18:00:00,E2E-EFV3DOB6KK,EG4738523419223852503768529,IT4552108390375642592616126,ALAHEGXX,BNLIITR3001,78800.29,AAA,pacs.008,EG,IT,27,1,EG,27,1,27,1,IT,27,1,8,1,EG,11,1,IT,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.6751
TXN002237,2024-01-05 23:48:00,E2E-ZUDU5PP5TW,US165143622247965778,US286465874226659553,BOFAUSZZEUR,GSCMUSX2,79543.66,USD,pacs.009,US,US,20,1,US,20,1,20,1,US,20,1,11,1,US,8,1,US,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0143
TXN002238,2024-01-07 13:08:00,E2E-DVNHTS992W,AU924512167770530650,US917567146245374540,WPACAUT7BRC,TDSBUSM9EUR,78297.396,EUR,pacs.008,AU,US,20,1,AU,20,1,20,1,US,20,1,11,1,AU,11,1,US,0,0,0,3,FORMAT_3DEC,1,1,1,1,0,RJCT,AM09,0.8147
TXN002239,2024-01-19 23:36:00,E2E-0OSUQ59CQR,MA1434440427489575353436,AU228143983487981618,BCMAMAK1,WPACAUK1,5826.742,EUR,pacs.008,MA,AU,24,1,MA,24,1,20,1,AU,20,1,8,1,MA,8,1,AU,0,0,0,3,FORMAT_3DEC,1,1,1,1,0,RJCT,AM09,0.7995
TXN002240,2024-01-10 15:54:00,E2E-60GTMK3V06,ES6631031755190467855105,ES6452798472436815836180,BBVAESMM,SABHESHH,98196.73,111,pacs.009,ES,ES,24,1,ES,24,1,24,1,ES,24,1,8,1,ES,8,1,ES,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.9229
TXN002241,2024-01-18 10:40:00,E2E-SH4MJOPCZZ,DE39575919061411740882,ES3501418756785279786855,MARKDEBB,SABHES3A,252152.31,EUR,pacs.008,DE,ES,22,1,DE,22,1,24,1,ES,24,1,8,1,DE,8,1,ES,0,0,0,2,ELEVE,1,1,1,1,1,RJCT,AM04,0.807
TXN002242,2024-01-09 02:45:00,E2E-X7RWTLZ08Q,CA641989042288189508,TR849297386321615745222673,CIBKCAPP,YFBKTRMM,14420.94,CAD,pacs.008,CA,TR,20,1,CA,20,1,26,1,TR,26,1,8,1,CA,8,1,TR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0173
TXN002243,2024-01-20 00:24:00,E2E-CIJ3NIZWU1,TN4546140378075703622517,FR8292729683827991661687765,UIBTTNFFEUR,CRLYFRXX,83547.61,UVW,pacs.009,TN,FR,24,1,TN,24,1,27,1,FR,27,1,11,1,TN,8,1,FR,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.9135
TXN002244,2024-01-16 21:50:00,E2E-786NJCVT6Y,FR9167196044512240085991748,DZ9746555204332962903417,SGSSFRK1,CPAADZBBBRC,24821.59,EUR,SWIFT01,FR,DZ,27,1,FR,27,1,24,1,DZ,24,1,8,1,FR,11,1,DZ,0,0,0,2,NORMAL,1,0,1,1,1,RJCT,FF01,0.7298
TXN002245,2024-01-13 19:12:00,E2E-BGVEF32H0L,IT7398820080620819333487028,ES9114758970323559495744,CRGRITMM,CSYDES2X,35574.18,EUR,pacs.008,IT,ES,27,1,IT,27,1,24,1,ES,24,1,8,1,IT,8,1,ES,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.143
TXN002246,2024-01-09 03:05:00,E2E-NKRK9LJ99N,CH8878364336747096803,ES8105446910907240362953,ZKBKCH2X,SABHESXX,5906.98,EUR,pacs.008,CH,ES,21,1,CH,21,1,24,1,ES,24,1,8,1,CH,8,1,ES,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.1803
TXN002247,2024-01-12 06:02:00,E2E-GTZHWPJRV6,FR1990180855327744749746261,ES677319,CAGRFRX2,BBVAESGG,24741.04,EUR,pacs.008,FR,ES,27,1,FR,27,1,8,0,ES,24,0,8,1,FR,8,1,ES,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC04,0.7061
TXN002248,2024-01-06 00:21:00,E2E-G33IYSEQL6,TR889851711279946483573971,TR279290567537260270992445,38135215,760Q4ZPE6MUDQ,81735.27,TRY,pacs.009,TR,TR,26,1,TR,26,1,26,1,TR,26,1,8,0,52,13,0,4Z,0,0,1,2,NORMAL,1,1,0,0,1,RJCT,AGNT,0.9048
TXN002249,2024-01-13 19:44:00,E2E-OB80O40GIV,MA8898722715505305556490,EG7549774881747097230872766,ABHMMACC,ALAHEGR3,72002.11,MAD,pacs.009,MA,EG,24,1,MA,24,1,27,1,EG,27,1,8,1,MA,8,1,EG,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1727
TXN002250,2024-01-16 22:50:00,E2E-D3KRH4VEQB,US902689696471589683,FR5214872708962371298239030,CITIUSN5,POPUFRM9,10383.66,EUR,pacs.008,US,FR,20,1,US,20,1,27,1,FR,27,1,8,1,US,8,1,FR,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.0597
TXN002251,2024-01-20 02:00:00,E2E-ZJPURQRPVQ,DZ6911401019730808876735,DZ7676040405467042975120,BIAMDZCC,BNAADZK1,16191.63,DZD,pacs.009,DZ,DZ,24,1,DZ,24,1,24,1,DZ,24,1,8,1,DZ,8,1,DZ,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2477
TXN002252,2024-01-15 09:39:00,E2E-DA4V2GEWXP,TN6640342639827640502007,AT807363248980201855,STBATN2X,RZOOATHH,38698.48,TND,pacs.009,TN,AT,24,1,TN,24,1,20,1,AT,20,1,8,1,TN,8,1,AT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1217
TXN002253,2024-01-07 14:08:00,E2E-Y7700MOKJL,PT44926953475682346958085,PT5816590243,BCOMPTR3,MONSPTGGBRC,36524.84,EUR,pacs.009,PT,PT,25,1,PT,25,1,12,0,PT,25,0,8,1,PT,11,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.7936
TXN002254,2024-01-23 05:42:00,E2E-XT415ZQ7Y3,JP952770174677641162,NL1063082926394077,YUIGJPB3XXX,RABONLN5,12363.33,JPY,pacs.008,JP,NL,20,1,JP,20,1,18,1,NL,18,1,11,1,JP,8,1,NL,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.074
TXN002255,2024-01-09 03:50:00,E2E-6REDJUXABD,BE53560258538709,IR563712345837195449542761,TRIOBECC,BMJIIRHHXXX,66352.18,EUR,pacs.008,BE,IR,16,1,BE,16,1,26,0,IR,26,1,8,1,BE,11,0,IR,1,1,0,2,NORMAL,1,1,1,1,1,RJCT,AG01,0.8121
TXN002256,2024-01-06 00:45:00,E2E-RA35DNQKHF,ES7737324750183054097338,PT44295640538148245815244,SABHESM9XXX,BBPIPTM9BRC,58522.42,EUR,pacs.009,ES,PT,24,1,ES,24,1,25,1,PT,25,1,11,1,ES,11,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.191
TXN002257,2024-01-15 10:24:00,E2E-TSMFN167CC,MA6710832120313593764365,MA5069858976283984844443,BPMAMAXX,BCMAMAB3,28581.676,MAD,pacs.009,MA,MA,24,1,MA,24,1,24,1,MA,24,1,8,1,MA,8,1,MA,0,0,0,3,FORMAT_3DEC,1,1,1,1,1,RJCT,AM09,0.6209
TXN002258,2024-01-09 04:05:00,E2E-7UML5IFYJQ,FR7506340974480845106019465,MA5014688079539945295622,CRLYFRCC,BMCEMAMM,42842.85,EUR,pacs.009,FR,MA,27,1,FR,27,1,24,1,MA,24,1,8,1,FR,8,1,MA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0474
TXN002259,2024-01-18 13:58:00,E2E-0E3UDOLJYH,TN6815971796129723358360,BE91578388268623,UIBTTNX2,DEUTBEBB,84074.93,EUR,pacs.009,TN,BE,24,1,TN,24,1,16,1,BE,16,1,8,1,TN,8,1,BE,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.045
TXN002260,2024-01-13 21:12:00,E2E-MFZRCD63OH,TN5460782054641924613869,NL2604879461503302,BIATTNGGXXX,FVLBNL2X,41047.55,TND,pacs.008,TN,NL,24,1,TN,24,1,18,1,NL,18,1,11,1,TN,8,1,NL,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1771
TXN002261,2024-01-23 07:20:00,E2E-808ZXUJ8OV,US733891825205490695,US653629914569723831,MRSLUS2X,TDSBUS2X,77191.22,USD,pacs.009,US,US,20,1,US,20,1,20,1,US,20,1,8,1,US,8,1,US,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1771
TXN002262,2024-01-15 11:09:00,E2E-LM4Q0KUB9B,FR7820954634665039425617036,FR6148576610731106256958449,BNPAFRR3BRC,BNPAFRN5,66350.73,EUR,pacs.008,FR,FR,27,1,FR,27,1,27,1,FR,27,1,11,1,FR,8,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2102
TXN002263,2024-01-17 01:00:00,E2E-S30V1F14QQ,TN3520085370245210639712,BE30857260044969,AMENTNXX,AXABBEK1XXX,243494.53,TND,pacs.009,TN,BE,24,1,TN,24,1,16,1,BE,16,1,8,1,TN,11,1,BE,0,0,0,2,ELEVE,1,1,1,1,1,RJCT,AM04,0.6513
TXN002264,2024-01-23 08:02:00,E2E-VCGXHYILYQ,EG1006662473210095291856234,EG852931503,ALAHEGM9,NBEGEGK1XXX,86805.66,EGP,pacs.008,EG,EG,27,1,EG,27,1,11,0,EG,27,0,8,1,EG,11,1,EG,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.7764
TXN002265,2024-01-13 21:52:00,E2E-CODEKSJ4HJ,DZ7751310238363971274675,AU68048238880240191060931439347988954,BADRDZM9,NATAAUCC001,82267.9,DZD,pacs.008,DZ,AU,24,1,DZ,24,1,37,0,AU,20,0,8,1,DZ,11,1,AU,0,0,0,1,NORMAL,1,1,1,1,1,RJCT,AC01,0.7268
TXN002266,2024-01-17 01:30:00,E2E-TH71J1PVOP,EG8602364939909490025744222,ES6868983059533733188678,HBZAEGT7BRC,BKIAESMM,45764.67,EUR,pacs.009,EG,ES,27,1,EG,27,1,24,1,ES,24,1,11,1,EG,8,1,ES,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.0744
TXN002267,2024-01-09 04:50:00,E2E-NQ5NOINMJU,BE90787468932541,BE57893372012878,TRIOBEHH,DEUTBEX2,58254.3,EUR,pacs.008,BE,BE,16,1,BE,16,1,16,1,BE,16,1,8,1,BE,8,1,BE,0,0,0,1,NORMAL,1,1,1,1,1,ACCP,,0.0187
TXN002268,2024-01-06 01:21:00,E2E-S4BMVVYATR,CH6575794806781170799,IT1643835099856142454585161,BCGECHGGEUR,UBSPITPP,17540.01,111,pacs.008,CH,IT,21,1,CH,21,1,27,1,IT,27,1,11,1,CH,8,1,IT,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.8911
TXN002269,2024-01-23 09:12:00,E2E-HOVF23QB3V,CH4152880614498025849,EG9982602661166065216797669,ZKBKCHHHEUR,HBZAEGZZ,96872.76,UVW,pacs.009,CH,EG,21,1,CH,21,1,27,1,EG,27,1,11,1,CH,8,1,EG,0,0,0,2,NORMAL,0,1,1,1,0,RJCT,AG02,0.7048
TXN002270,2024-01-06 01:27:00,E2E-9NV69WEQ59,DZ3233002428084309052179,CH4445224542399903717,BADRDZK1,BCVLCHK1XXX,8137.41,DZD,pacs.008,DZ,CH,24,1,DZ,24,1,21,1,CH,21,1,8,1,DZ,11,1,CH,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0639
TXN002271,2024-01-06 01:30:00,E2E-8R8PS3K7QL,BE49197952638524,0064290751301514870658,BPOTBEXX,CIHMMAPP,68377.54,EUR,pacs.009,BE,MA,16,1,BE,16,1,22,0,00,24,0,8,1,BE,8,1,MA,0,0,0,2,NORMAL,1,1,1,0,1,RJCT,AC01,0.6755
TXN002272,2024-01-23 09:54:00,E2E-D23HFU4KSS,MA6159062375509600800545,PT34991357330967405509250,SGMRMAT7,TOTAPTHHXXX,10246.02,MAD,pacs.009,MA,PT,24,1,MA,24,1,25,1,PT,25,1,8,1,MA,11,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1553
TXN002273,2024-01-12 09:04:00,E2E-F0XW0TD5OU,TN6487492221892189274271,SY21761519308558957316,UIBTTNAA,BISYSYP1XXX,59389.49,TND,pacs.008,TN,SY,24,1,TN,24,1,22,0,SY,22,1,8,1,TN,11,0,SY,1,1,0,2,NORMAL,1,1,1,1,1,RJCT,AG01,0.9812
TXN002274,2024-01-23 10:22:00,E2E-F6B7ZHMTE4,EG9762662045278855562267945,FR4272190039782922681577773,MASHEGN5,SGSSFRMMXXX,62276.49,EGP,pacs.009,EG,FR,27,1,EG,27,1,27,1,FR,27,1,8,1,EG,11,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1146
TXN002275,2024-01-18 16:54:00,E2E-TSZ1PWZ4WC,MA8340699944782890645104,NL9033837044556363,ATTJMAAA,AEGONLXX,64731.94,MAD,pacs.009,MA,NL,24,1,MA,24,1,18,1,NL,18,1,8,1,MA,8,1,NL,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0874
TXN002276,2024-01-17 03:10:00,E2E-P0OK1APL05,PT41119888719376815586215,CN220316533691234911,TOTAPTN5,CMBCCNZZEUR,79020.18,EUR,pacs.008,PT,CN,25,1,PT,25,1,20,1,CN,20,1,8,1,PT,11,1,CN,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0823
TXN002277,2024-01-20 07:12:00,E2E-ZP5FYKGOQS,DZ4774812562131673954205,CA630339735352318107,BEAWDZT7,BOFMCAMM,34894.06,DZD,pacs.009,DZ,CA,24,1,DZ,24,1,20,1,CA,20,1,8,1,DZ,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1127
